Track,Album Name,Artist,Release Date,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Explicit Track
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,8/3/2023,115.9,"474,590,289",24891,78.0,"577,930,708","1,569,516","32,754,141","509,287,649",0
About Damn Time,About Damn Time,Lizzo,4/14/2022,115.6,"847,025,688",104052,66.0,"106,024,874","1,080,393","1,522,267,606","15,665,483,220",1
Closer,Closer,The Chainsmokers,7/29/2016,114.6,"2,880,536,961",285381,80.0,"4,086,121,880","22,091,228","100,536,756","514,053,404",0
FLOWER,ME,JISOO,3/31/2023,114.3,"440,364,356",26107,70.0,"525,156,884","10,820,829","550,993,898","6,724,997,940",0
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,114.2,"689,181,455",61138,83.0,"183,381,482","738,123","49,332,435","487,440,417",1
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,10/6/2023,113.2,"372,248,119",68037,,"86,580,734","1,106,306","20,713,030","128,182,068",1
Havana (feat. Young Thug),Havana,Camila Cabello,8/3/2017,112.8,"2,072,182,782",194332,75.0,"3,952,909,529","32,333,846","53,911,465","546,650,805",0
LUNA,FERXXOCALIPSIS,Feid,12/1/2023,112.6,"606,124,553",40628,86.0,"166,363,445","1,019,744","5,128,004","29,601,244",0
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,6/3/2022,112.5,"827,950,825",118965,73.0,"299,001,099","2,751,490","118,133,115","1,359,837,461",1
Bones,Bones,Imagine Dragons,3/11/2022,112.0,"1,227,475,431",180053,78.0,"584,854,654","6,691,488","191,133,207","2,255,843,288",0
Segï¿½ï¿½n Qu,Segï¿½ï¿½n Qu,Maluma,8/17/2023,111.8,"571,366,508",32236,79.0,"475,200,526","1,369,288",,,1
Selfish,Selfish,Justin Timberlake,1/25/2024,111.8,"92,932,220",8847,,"42,581,931","513,055",,,0
golden hour,golden hour,JVKE,7/15/2022,111.4,"1,126,986,320",200887,73.0,"293,553,015","5,388,022","313,934,124","2,305,840,359",0
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,3/27/2020,111.3,"2,074,721,986",255296,77.0,"1,665,434,424","15,432,964","324,510,578","2,649,555,956",0
Get It Sexyy,Get It Sexyy,Sexyy Red,3/15/2024,111.1,"89,362,910",7377,84.0,"37,676,729","525,264","71,058,620","476,545,000",1
"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,10/18/2023,110.9,"26,674,909",2673,19.0,"7,863,539","84,565","50,776,319","709,276,580",0
IDGAF (feat. Yeat),For All The Dogs,Drake,10/6/2023,110.8,"406,875,019",85930,,"39,850,191","427,973","2,163,852","22,689,637",1
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,5/6/2022,110.7,"1,421,763,497",152592,78.0,"945,857,087","5,587,691","14,518,451","225,142,753",0
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,1/10/2020,110.2,"1,237,874,594",276882,67.0,"2,430,804,498","12,334,565","77,631,196","964,755,757",1
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,10/12/2022,110.1,"804,925,777",128247,75.0,"175,393,116","1,729,347","362,063,344","3,209,982,240",1
Stargazing,Stargazing,Myles Smith,5/10/2024,109.8,"106,599,323",9406,87.0,"10,331,471","167,936","279,000","4,700,000",0
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,6/17/2022,109.7,"971,473,231",239671,78.0,"198,796,965","2,003,253","85,725,313","926,300,276",1
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,109.5,"1,125,681,368",251023,72.0,"306,628,096","3,322,075","345,484,397","2,775,640,343",1
Memories,Memories,Maroon 5,9/20/2019,109.3,"2,011,072,164",222804,77.0,"1,290,292,327","11,720,744","155,233,360","1,458,416,059",0
Classy 101,Classy 101,Feid,3/31/2023,109.1,"872,148,396",90726,78.0,"477,047,694","1,887,642","102,272,836","1,113,541,743",1
Whatever,Whatever,Kygo,1/19/2024,109.0,"222,354,971",17551,83.0,"45,439,562","522,558",,,0
Whatever She Wants,Whatever She Wants,Bryson Tiller,2/13/2024,108.4,"207,093,873",23181,87.0,"19,787,472","254,004","22,398,663","298,300,000",1
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,8/4/2023,107.8,"361,517,395",119783,80.0,"37,192,341","491,577","1,804,060","35,999,853",0
"yes, and?","yes, and?",Ariana Grande,1/12/2024,107.5,"416,813,996",22468,,"115,105,080","2,893,111","5,912,130","10,072,539",1
Without Me,Without Me,Halsey,10/4/2018,107.4,"2,042,792,456",198888,75.0,"2,018,089,906","20,528,541","208,270,183","2,216,715,741",1
meet the grahams,meet the grahams,Kendrick Lamar,5/3/2024,107.3,"65,520,394",8933,,"36,834,647","1,700,363","1,542,400","7,700,000",1
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10/6/2023,107.1,"328,526,298",72252,,"61,769,035","1,228,629","267,545","2,571,188",1
Shallow,Shallow,Lady Gaga,9/27/2018,106.9,"2,447,973,078",221822,78.0,"2,732,311,956","15,274,815","11,103,476","168,789,459",0
Thunder,Thunder,Imagine Dragons,4/27/2017,106.9,"2,384,768,901",244951,79.0,"2,707,166,590","16,780,231","79,131,934","906,537,912",0
Rush,Rush,Ayra Starr,9/16/2022,106.4,"371,886,608",98009,67.0,"361,174,452","1,904,397","98,505,939","1,454,848,289",0
abcdefu,abcdefu,GAYLE,8/13/2021,106.2,"1,128,273,165",193857,70.0,"499,895,662","6,801,671","1,127,247,971","12,414,681,151",1
Buga,Buga,Kizz Daniel,5/3/2022,105.8,"86,516,910",30835,57.0,"266,679,537","1,536,035","119,876,546","1,872,751,535",0
Bad Habit,Bad Habit,Steve Lacy,6/29/2022,105.8,"1,087,938,471",220515,73.0,"147,472,695","2,050,299","360,938,850","2,783,442,788",1
MONEY,LALISA,LISA,9/10/2021,105.5,"1,189,335,848",103236,73.0,"1,323,718,887","20,328,622","1,292,738,947","12,516,703,531",1
Columbia,Columbia,Quevedo,7/7/2023,105.5,"721,002,940",84161,79.0,"266,411,536","1,343,262","71,411,756","752,868,970",0
LADY GAGA,LADY GAGA,Peso Pluma,6/22/2023,105.2,"684,204,777",48370,78.0,"362,779,953","1,617,493","112,400,175","1,207,597,707",1
Woman,Planet Her,Doja Cat,6/25/2021,105.2,"1,606,950,381",217443,78.0,"641,326,002","7,454,749","795,146,493","5,944,657,895",1
CUFF IT,RENAISSANCE,Beyoncï¿,7/29/2022,104.9,"795,960,535",100204,73.0,"176,996,169","1,606,296","945,005,125","11,215,597,325",1
KING KONG,KING KONG,TREASURE,5/28/2024,104.5,"8,078,265",207,68.0,"44,927,750","931,230",,,0
How You Like That,How You Like That,BLACKPINK,6/25/2020,104.5,"1,033,109,188",82170,68.0,"1,584,676,582","29,210,301","628,046,798","7,988,463,856",0
Milf Song,Milf Song,The Puddleducks,8/19/2022,104.5,"1,165,982",1176,28.0,"1,704,936,540","3,631,067","1,476,436","7,758,599",0
Nasty,Nasty,Tinashe,4/12/2024,104.4,"31,612,906",3887,76.0,"6,277,949","171,470","171,691,158","1,051,026,401",0
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,12/2/2022,104.4,"706,356,280",166277,77.0,"172,653,099","1,750,863","14,181,961","108,461,504",1
Panda,Panda,Desiigner,2/26/2016,104.2,"1,181,348,550",170002,62.0,"2,277,330,940","22,334,292","33,020,704","283,835,852",1
Push Ups,Push Ups,Drake,4/19/2024,103.9,"107,762,230",14601,,"14,792,036","301,396",,,1
Tattoo,Tattoo,Loreen,2/25/2023,103.9,"518,846,340",83033,77.0,"348,331,280","3,205,077","68,936,229","718,955,243",0
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,4/9/2021,103.4,"1,823,871,908",262313,76.0,"307,855,103","2,540,592","1,053,759,171","8,035,914,098",1
What It Is (Block Boy) (with Kodak Black),What It Is (Versions),Doechii,3/17/2023,103.3,"102,772,879",29487,61.0,"65,934,972","760,669","92,626,234","847,338,969",1
Gata Only,Gata Only - Single,FloyyMenor,12/21/2023,103.1,"4,674,619",1841,,"108,313,521","990,782","35,324,159","391,444,977",0
Illusion,Illusion,Dua Lipa,4/11/2024,103.1,"108,501,771",7430,12.0,"3,947,610","60,459","4,057","38,200",1
drivers license,drivers license,Olivia Rodrigo,1/8/2021,102.9,"2,184,754,018",250778,79.0,"984,811,734","18,682,671","617,386,471","3,781,894,216",1
Used To Be Young,Endless Summer Vacation,Miley Cyrus,8/18/2023,102.4,"205,468,104",30639,69.0,"61,624,959","1,364,492","33,519,594","503,074,793",0
Cupid - Twin Ver.,The Beginning: Cupid - Single,FIFTY FIFTY,2/24/2023,102.3,"861,388,470",103040,48.0,"15,219,067","176,594","407,118,298","4,388,576,830",0
How Sweet,How Sweet,NewJeans,5/24/2024,102.3,"33,595,707",1940,79.0,"40,327,759","965,652",,,0
Players,Players,Coi Leray,11/30/2022,101.8,"465,588,517",91658,67.0,"109,781,672","1,706,148","477,814,190","4,784,803,362",1
rockstar (feat. 21 Savage),rockstar,Post Malone,9/15/2017,101.8,"2,960,046,642",352745,77.0,"2,391,850,868","23,334,015","40,652,322","456,931,528",1
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,3/11/2023,101.5,"11,648",6,,"1,175,875,850","1,505,556",,,1
Con Calma,Con Calma,Daddy Yankee,1/24/2019,101.4,"1,353,028,938",160122,73.0,"3,207,187,334","16,913,257","26,028,684","319,615,777",0
Here With Me,Here With Me,d4vd,7/20/2022,101.4,"1,042,311,849",154178,80.0,"256,736,243","2,649,848","467,461,517","3,656,967,030",0
Favorite Song,Favorite Song,Toosii,2/17/2023,101.4,"186,579,651",45668,62.0,"231,699,320","1,670,867","11,127,302","117,325,107",0
Si No Quieres No,Si No Quieres No - Single,Luis R Conriquez,3/9/2024,101.4,"158,131,138",5423,85.0,"135,893,150","889,014","14,500","147,200",0
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,6/5/2024,101.3,"186,123,398",52,,,,,,0
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,3/26/2021,100.8,"1,902,241,314",316054,70.0,"274,582,854","3,603,644","864,049,980","7,655,286,423",1
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,3/3/2023,100.3,"42,761",80,16.0,"1,138,846,819","2,113,492",,,0
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,10/26/2023,100.2,"406,821,432",20404,,"23,505,530","266,969","12,641,848","113,073,762",0
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,9/22/2022,100.1,"665,716,137",97057,80.0,"358,206,246","2,896,698","216,927,444","2,653,383,273",0
Glimpse of Us,Glimpse of Us,Joji,6/10/2022,99.8,"1,262,308,912",234936,74.0,"66,246,839","2,067,331","1,031,153,514","8,988,453,878",0
Watermelon Sugar,Watermelon Sugar,Harry Styles,11/17/2019,99.7,"2,708,151,499",298135,82.0,"872,052,223","11,269,126","301,076,974","2,738,127,473",0
Corazï¿½ï¿½n de Pi,Corazï¿½ï¿½n de Piedra - Si,Xavi,3/23/2024,98.8,"172,164,034",5517,82.0,"117,450,205","1,103,003",,,0
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,YG Marley,12/27/2023,98.5,"298,853,393",50137,70.0,"112,961,806","2,336,117","64,504,808","928,812,348",1
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,5/18/2023,98.4,"717,849,037",98440,72.0,"217,687,654","1,929,598","85,402,638","808,518,802",1
Yandel 150,Yandel 150,Yandel,12/20/2022,98.1,"837,576,264",102545,70.0,"472,335,529","1,511,715","43,022,167","631,781,362",1
THATS WHAT I WANT,MONTERO,Lil Nas X,9/17/2021,98.0,"1,062,095,453",165197,72.0,"194,928,107","3,281,325","331,324,816","3,501,946,982",1
Todo De Ti,Todo De Ti,Rauw Alejandro,5/20/2021,98.0,"1,339,352,060",188874,75.0,"873,449,363","6,108,611","488,004,183","4,445,597,088",1
Chemical,Chemical,Post Malone,4/14/2023,97.6,"503,574,147",79679,75.0,"90,349,145","902,237","8,878,995","134,469,226",1
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,1/1/2015,97.6,"1,891,920,348",159571,78.0,"6,335,989,683","43,663,933","424,216,963","3,455,170,110",0
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,9/12/2018,97.5,"1,486,929,795",266128,76.0,"637,733,433","4,719,266","58,332,458","523,849,646",1
Shooting Star,Kep1going On,Kep1er,6/3/2024,97.3,"1,534,062",193,,"28,023,956","185,464",,,0
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,11/20/2011,97.1,"1,993,030,264",256764,77.0,"5,644,117,304","24,960,395","98,429,039","1,268,235,679",1
Dog's Plan,Thoughts Feelings,David Jackson,3/2/2023,97.0,,44,3.0,"1,131,058,312","2,367,298",,,0
love nwantiti (ah ah ah),CKay The First,CKay,8/30/2019,96.9,"853,451,422",172458,71.0,"1,132,006,963","25,943,716","1,768,913,633","23,933,379,729",1
Mi Gente,Mi Gente,J Balvin,6/30/2017,96.4,"1,478,442,472",189504,69.0,"3,859,031,931","22,147,063","67,021,310","1,018,060,369",0
Late Night Talking,Harry's House,Harry Styles,5/20/2022,96.4,"959,639,297",108806,76.0,"151,113,156","2,809,492","64,491,271","580,526,441",0
Miss You,Miss You,Oliver Tree,8/5/2022,96.2,"631,378,937",165883,51.0,"32,628,348","615,240","363,515,584","5,776,425,361",1
girls like me don't cry,Girls Like Me Don't Cry,thï¿½ï,10/6/2022,96.2,"69,931,412",13220,61.0,"63,786,141","759,332","496,871,104","6,778,569,349",0
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,10/20/2020,96.2,"2,300,838",543,35.0,"3,060,919,074","6,319,360","50,237","4,527,607",0
Dakiti,Dakiti,Bad Bunny,1/1/2020,96.1,"1,977,947,460",245685,72.0,"1,861,597,184","10,999,677","1,119,576","21,573,356",1
Starboy,Starboy,The Weeknd,9/22/2016,95.7,"3,291,262,413",366133,84.0,"2,829,990,867","14,968,547","52,707,882","375,498,232",1
Sorry,Sorry,Justin Bieber,10/23/2015,95.7,"2,089,476,497",179545,78.0,"4,467,507,940","22,464,625","48,687,438","376,376,728",0
Calling My Phone,Calling My Phone,Lil Tjay,2/12/2021,95.7,"777,064,903",213153,71.0,"482,028,631","5,431,785","181,697,356","1,411,545,704",1
Pink Venom,Pink Venom,BLACKPINK,8/19/2022,95.6,"736,469,450",48251,68.0,"868,589,823","16,834,955","587,311,863","5,828,265,172",0
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,95.0,"250,430,303",7079,84.0,"16,747,466","251,549","52,156,902","411,722,900",1
death bed (coffee for your head),"Some Boring, Love Stories, Pt. 2",Powfu,2/9/2019,94.8,"1,656,385,770",283938,74.0,"1,135,382,823","15,066,754","610,598,789","5,007,036,875",0
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,12/2/2022,94.5,"682,837,690",155771,80.0,"191,823,612","1,853,827","23,532,424","185,584,934",1
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,7/27/2023,94.3,"347,647,880",106908,74.0,"30,685,665","405,870","6,796,886","53,065,653",1
Moscow Mule,Un Verano Sin Ti,Bad Bunny,5/6/2022,94.1,"1,108,031,580",121256,77.0,"765,780,154","4,700,638","106,783,326","940,630,746",1
Something Just Like This,Something Just Like This,The Chainsmokers,2/22/2017,94.0,"2,596,644,721",278237,82.0,"2,822,804,239","15,242,846","80,813,727","631,258,708",0
7 rings,7 rings,Ariana Grande,1/18/2019,93.9,"2,262,490,403",179865,77.0,"1,903,198,886","22,206,277","282,688,098","2,620,954,252",1
Moonlight,Moonlight,Kali Uchis,2/24/2023,93.1,"701,558,859",110539,74.0,"209,195,939","2,284,142","173,483,893","1,114,531,877",0
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,6/11/2020,93.1,"1,118,038,333",142905,67.0,"481,447,573","3,636,839","420,225,179","4,530,095,073",1
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,93.0,"58,157,068",30,,,,,,0
God's Plan,Diplomatic Immunity,Drake,1/20/2018,92.9,"2,529,948,475",313741,77.0,"2,040,639,375","19,912,225","70,576,617","634,177,218",1
Sunroof,Sunroof,Nicky Youre,11/26/2021,92.3,"879,708,559",44652,12.0,"74,610,328","807,333","1,672,193,890","22,086,963,233",0
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,8/19/2023,92.0,"521,116,293",24734,81.0,"427,625,497","2,560,068","11,882,123","107,781,205",1
MY EYES,UTOPIA,Travis Scott,7/28/2023,91.9,"403,132,906",103255,78.0,"42,319,491","564,712","16,565,594","139,973,656",1
WORK,GOLDEN HOUR : Part.1,ATEEZ,5/31/2024,91.7,"10,135,326",678,31.0,"29,271,837","586,888",,,0
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,4/17/2017,91.5,"1,713,294,983",134700,65.0,"2,920,155,266","17,308,189","61,011,622","607,999,568",0
Ghost,Justice,Justin Bieber,3/19/2021,91.5,"1,586,830,204",151923,80.0,"476,319,277","4,622,504","122,390,348","1,180,485,094",0
Dior,Meet The Woo,Pop Smoke,7/26/2019,91.4,"1,070,422,470",294539,72.0,"909,072,115","7,522,969","119,978,916","1,077,344,517",1
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,9/30/2022,91.2,"720,822,868",13,17.0,,,,,0
Breakeven,Breakeven (Official 4K Video),The Script,4/25/2024,91.1,"858,979,483",1,,,,,,0
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,1/21/2022,90.7,"839,405,565",107431,75.0,"662,287,768","4,695,932","422,978,919","4,817,726,878",1
SAD!,SAD!,XXXTENTACION,3/2/2018,90.5,"2,218,531,106",263801,75.0,"1,800,863,873","26,301,389","58,018,849","435,340,082",1
Primera Cita,La Primera Cita - Single,Carin Leon,4/20/2023,90.5,"598,006,591",35842,80.0,"415,255,950","1,480,134","96,228,889","1,108,602,382",0
Efecto,Un Verano Sin Ti,Bad Bunny,5/6/2022,90.1,"1,293,773,697",115332,77.0,"501,908,214","2,730,759","549,037,519","6,046,489,956",1
Dame Tu Cosita,Dame Tu Cosita,El Chombo,4/23/2018,90.1,,273,,"5,004,189,392","20,218,394",,,0
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,11/9/2023,89.6,"95,536,146",8900,,"143,810,663","1,507,763","44,077,311","711,024,077",0
Slow It Down,Slow It Down,Benson Boone,3/22/2024,89.4,"202,667,139",11945,85.0,"25,188,125","291,189","349,400","3,500,000",0
Yonaguni,Yonaguni,Bad Bunny,6/4/2021,88.6,"1,398,634,184",177082,71.0,"1,084,871,745","7,894,095","298,126,879","2,877,719,483",1
Heathens,Heathens,Twenty One Pilots,6/16/2016,88.6,"1,777,196,966",241108,78.0,"2,624,180,055","21,763,865","113,594,559","1,024,805,500",0
Whoopty,Whoopty,CJ,8/20/2020,88.6,"775,664,145",213464,61.0,"810,607,861","8,889,460","506,491,179","4,864,435,271",1
Super Shy,NewJeans 'Super Shy',NewJeans,7/7/2023,88.4,"547,471,596",48103,77.0,"202,977,396","2,705,714","210,186,679","1,998,080,214",0
Happier,Happier - Single,Marshmello,8/16/2018,87.9,"2,143,821,605",220298,16.0,"1,512,765,689","18,732,541","96,907,387","809,336,882",0
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,10/18/2023,87.7,"462,284,590",31617,84.0,"110,545,167","325,395","169,601,790","1,947,539,058",1
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,4/7/2023,87.7,"509,231,024",69486,79.0,"40,223,001","328,421",42,312,0
Butter,Butter,BTS,5/21/2021,87.5,"1,257,974,135",90160,70.0,"1,175,755,478","27,744,989","1,059,257,365","8,120,632,702",0
Cinderella,WE DON'T TRUST YOU,Future,3/22/2024,87.2,"124,945,674",21581,,"11,346,227","139,956",,,1
Calma - Remix,Calma (Remix),Pedro Capï¿,10/5/2018,87.2,"1,153,753,974",118846,67.0,"2,890,512,374","13,572,964","11,391,899","124,640,416",0
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,5/6/2016,87.1,"1,733,302,434",191065,72.0,"2,322,229,374","9,042,088","26,503,434","153,590,873",0
Say So,Hot Pink,Doja Cat,11/7/2019,87.0,"1,199,270,601",161574,69.0,"879,051,516","10,069,968","687,678,447","5,494,376,938",1
Ransom,Ransom,Lil Tecca,5/22/2019,86.8,"1,355,971,796",198992,77.0,"749,040,183","8,156,272","79,556,873","532,109,309",1
Romantic Homicide,Romantic Homicide,d4vd,7/20/2022,86.8,"1,136,504,636",152157,81.0,"154,143,867","2,307,573","215,294,962","1,306,972,284",0
Pink Skies,Pink Skies,Zach Bryan,5/24/2024,86.7,"60,240,739",4611,84.0,"3,322,959","65,840","107,100","843,600",0
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/2016,86.6,"1,528,107,667",170648,73.0,"3,187,869,227","16,180,445","61,034,077","595,697,842",1
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,11/15/2023,86.6,"1,627,429,837",12,,,,,,1
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,8/11/2023,86.5,"214,598,468",66613,74.0,"145,094,088","2,568,642","1,367,633","35,469,076",1
BESO,RR,ROSALï¿½,3/24/2023,86.3,"647,201,484",81393,74.0,"186,060,248","1,524,559","131,649,631","1,792,090,770",0
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,5/10/2024,86.1,"51,198,446",3022,80.0,"14,990,394","244,589",,,0
Que Vuelvas,Que Vuelvas - Single,Carin Leon,12/9/2022,86.1,"684,853,927",42893,73.0,"547,937,715","1,638,787","91,969,060","1,162,186,778",1
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,6/14/2024,85.9,,5,,,,,,0
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/2022,85.8,"665,519,026",152193,68.0,"187,947,945","2,379,515","606,205,784","5,516,142,056",1
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,85.8,"785,016,247",210669,70.0,"654,629,596","5,578,060","141,952,709","976,662,212",1
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,8/25/2017,85.6,"1,615,274,494",203617,79.0,"515,463,883","6,471,385","19,736,442","100,843,174",1
Rich Flex,Her Loss,Drake,11/4/2022,85.5,"812,274,757",185579,73.0,"86,053,276","651,228","223,409,952","1,834,709,832",1
Standing Next to You,GOLDEN,Jung Kook,11/3/2023,85.5,"675,865,902",23181,85.0,"130,563,278","4,183,405","111,187,858","628,043,802",0
Congratulations,Congratulations,Post Malone,11/4/2016,85.3,"1,984,802,459",246374,75.0,"1,790,918,527","11,063,672","99,916,455","811,673,866",1
Do It To It,Do It To It,ACRAZE,8/20/2021,85.2,"805,019,111",238887,73.0,"117,678,524","1,540,284","673,283,810","10,369,065,597",0
Tusa,Tusa,KAROL G,11/7/2019,85.2,"1,497,511,486",157185,68.0,"1,816,772,749","12,498,062","39,086,388","414,336,041",0
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,84.8,"1,119,350,842",272485,71.0,"767,399,825","6,283,245","203,661,245","1,505,078,331",1
Good Good,Good Good,USHER,8/4/2023,84.7,"53,825,007",14742,59.0,"83,224,436","607,267","6,358,930","89,022,964",1
Austin,Austin - Single,Dasha,11/17/2023,84.6,"273,023,490",17900,87.0,"28,916,868","303,426","187,163,600","2,850,135,008",1
Search & Rescue,Search & Rescue,Drake,4/7/2023,84.6,"337,858,357",96709,69.0,"40,938,953","336,819","21,329,637","192,701,225",1
